"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,105.115696521556,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,105.454965405329,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,105.864409411327,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,107.79096543647,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,109.228531553724,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,107.899335124114,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,108.89217435465,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,108.632680795776,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,108.220422390547,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,107.404829000398,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,107.639791942733,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,106.565285991651,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,106.709165348235,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,105.667576519192,,
"GBR","United Kingdom","HPI_YDH","Price to income ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,106.293488824827,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,103.029290770402,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,103.665852603414,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,105.276614290732,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,106.430889982728,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,107.75521405696,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,109.324072931336,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,111.238615554055,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,113.650973294872,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,115.989862341109,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,117.557534960874,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,119.745500935897,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,121.17295642756,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,122.568164777611,,
"NLD","Netherlands","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,124.422423167518,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,103.174026922882,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,105.429355311529,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,108.097187102401,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,110.996957765081,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,113.538475910359,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,114.860404638089,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,119.666946416704,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,122.458578456665,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,125.330720697928,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,128.104831495763,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,127.609138073552,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,128.682731513582,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,127.924085804129,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,127.78897163777,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.973790270198,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,101.744495732072,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,104.544973113507,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,105.746740884223,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,107.012272488116,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,110.346668784194,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,112.717798023203,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,116.173260704486,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,118.131853929297,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,121.223778588908,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,123.80549365184,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,126.688873826075,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,128.110800909031,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,128.234242658672,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,62.445134687976,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,62.3881015588956,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,62.3575373361873,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,62.2426917690679,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,61.9499835946271,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,61.5860635526933,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,61.0955730885155,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,60.4583070107575,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,60.0277227123125,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,59.545629204253,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,59.3212894281318,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,59.2528672225712,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,58.4993306423431,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,57.6075514253194,,
"KOR","Korea","HPI_YDH_AVG","Standardised price-income ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,56.6786836994722,,
"EST","Estonia","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.107430096919,,
"EST","Estonia","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.892696905019,,
"EST","Estonia","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,105.281490243559,,
"EST","Estonia","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,106.626924100537,,
"EST","Estonia","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,105.495843774376,,
"EST","Estonia","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,104.281971764996,,
"EST","Estonia","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,105.74324144501,,
"EST","Estonia","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,107.144138778881,,
"EST","Estonia","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,107.492827898935,,
"EST","Estonia","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,109.344611620304,,
"EST","Estonia","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,106.525427640539,,
"EST","Estonia","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,108.884070999076,,
"EST","Estonia","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,111.99586292176,,
"EST","Estonia","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,110.800045748969,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,102.92302292753,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,104.786262278289,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,106.274067059507,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,107.275083440011,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,109.403634630193,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,112.064835813507,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,116.216881007773,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,117.979389509736,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,121.487085274091,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,122.558473917924,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,123.368701958374,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,125.71752514977,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,128.801059059477,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,130.911873345946,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,99.7901423427916,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.020475969654,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,100.001363645971,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,99.9399758589356,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,100.613807337199,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,99.5225828520605,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,100.42356942973,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,100.597248728974,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,100.543922354145,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,101.054981421482,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,100.659131049541,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,100.856908951284,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,101.986845259272,,
"BEL","Belgium","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,101.894501372333,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,105.832098281198,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,106.909652352682,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,108.818067728926,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,111.410181637194,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,114.325475837856,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,115.939867836549,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,116.991830863501,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,114.452825462094,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,113.639369709409,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,113.93302496341,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,114.562387487699,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,115.265217832074,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,115.396200317033,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,116.376919700257,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.217574129578,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,97.6920994764448,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,97.0837979168739,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,97.8435216310009,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,99.5693894372297,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,100.624179025338,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,100.880705690307,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,100.564536319082,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,100.385365247658,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,101.130367759065,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,102.692791449062,,
"CHL","Chile","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,99.9624940049408,,
"POL","Poland","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.767593901579,,
"POL","Poland","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,101.016916903658,,
"POL","Poland","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,101.500427498982,,
"POL","Poland","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,101.928771826124,,
"POL","Poland","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,103.147399201519,,
"POL","Poland","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,103.969951323333,,
"POL","Poland","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,104.688652284812,,
"POL","Poland","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,105.538807623956,,
"POL","Poland","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,106.395245255601,,
"POL","Poland","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,107.768026780307,,
"POL","Poland","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,108.956265912487,,
